,FIRST,LAST,NICKNAME,HT,WT,REACH,STANCE,W,L,D,BELT
3407,Darko,Stosic,,"6' 0""",205 lbs.,"76.0""",Orthodox,13,4,0,
3408,Greg,Stott,Ranger,"5' 7""",220 lbs.,--,Southpaw,0,1,0,
3409,Curtis,Stout,,"6' 1""",185 lbs.,--,Southpaw,11,12,1,
3410,Sam,Stout,Hands of Stone,"5' 9""",155 lbs.,"70.0""",Orthodox,20,12,1,
3411,Tim,Stout,,"5' 11""",185 lbs.,--,,12,10,0,
3412,Jesse,Strader,Sui Generis,"5' 7""",135 lbs.,"70.0""",Orthodox,5,2,0,
3413,Gennaro,Strangis,,--,--,--,,0,1,0,
3414,Dave,Strasser,,"5' 10""",170 lbs.,--,Orthodox,25,8,0,
3415,Daniel,Straus,,"5' 7""",145 lbs.,"71.0""",,24,7,0,
3416,Gerald,Strebendt,The Finishing Machine,"5' 9""",155 lbs.,--,Orthodox,9,7,0,
3417,Sean,Strickland,Tarzan,"6' 1""",185 lbs.,"76.0""",Orthodox,24,3,0,
3418,Mark,Striegl,Mugen,"5' 8""",135 lbs.,"70.0""",Southpaw,18,3,0,
3419,Hans,Stringer,,"6' 3""",205 lbs.,--,Orthodox,22,8,3,
3420,Stefan,Struve,Skyscraper,"6' 11""",265 lbs.,"84.0""",Orthodox,33,13,0,
3421,Josh,Stuart,,"5' 9""",160 lbs.,--,,1,4,0,
3422,Mike,Stumpf,,"5' 10""",170 lbs.,--,,11,4,0,
3423,Kyle,Sturgeon,,"6' 3""",225 lbs.,--,Switch,0,1,0,
3424,Tatiana,Suarez,,"5' 5""",115 lbs.,"66.0""",Southpaw,9,0,0,
3425,Masanori,Suda,,"5' 9""",183 lbs.,--,Orthodox,22,11,3,
3426,Genki,Sudo,Neo-Samurai,"5' 9""",155 lbs.,--,Orthodox,15,4,2,
3427,Lucasz,Sudolski,,"6' 4""",205 lbs.,"75.0""",Orthodox,8,1,0,
3428,Daisuke,Sugie,Amazon,"5' 6""",160 lbs.,--,Orthodox,10,8,1,
3429,Takashi,Sugiura,,"5' 11""",225 lbs.,--,Southpaw,1,3,0,
3430,Naho,Sugiyuma,Sugi Rock,"5' 1""",105 lbs.,--,,12,5,0,
3431,George,Sullivan,The Silencer,"6' 0""",170 lbs.,"73.0""",Orthodox,17,7,0,
3432,Amar,Suloev,,"5' 9""",183 lbs.,--,Orthodox,24,7,0,
3433,Magomed,Sultanakhmedov,,"6' 2""",185 lbs.,--,Southpaw,18,6,0,
3434,Justin,Sumter,,"6' 2""",185 lbs.,"80.0""",Southpaw,7,3,0,
3435,,Sumudaerji,The Tibetan Eagle,"5' 8""",125 lbs.,"72.0""",Southpaw,14,4,0,
3436,Aji,Susilo,,"5' 10""",155 lbs.,--,,6,4,0,
3437,Jason,Suttie,Nobunaga,"6' 0""",210 lbs.,--,Orthodox,0,1,0,
3438,Joel,Sutton,,"5' 11""",205 lbs.,--,Orthodox,2,4,1,
3439,Chad,Sutton,,"6' 1""",185 lbs.,--,,2,2,0,
3440,Martin,Svensson,,"6' 1""",155 lbs.,--,,15,6,0,
3441,Daniel,Swain,,"5' 9""",145 lbs.,"70.0""",Orthodox,20,10,1,
3442,Cub,Swanson,,"5' 8""",145 lbs.,"70.0""",Orthodox,27,12,0,
3443,Mike,Swick,Quick,"6' 1""",170 lbs.,"77.0""",Orthodox,15,6,0,
3444,Floyd,Sword,,"6' 0""",185 lbs.,--,Orthodox,12,3,0,
3445,Bentley,Syler,Bolivia,"5' 4""",125 lbs.,--,Orthodox,5,1,0,
3446,Kevin,Syler,El Nino Bala,"5' 9""",155 lbs.,"71.0""",Switch,10,1,0,
3447,Leo,Sylvest,Lethal,"5' 11""",205 lbs.,--,Orthodox,10,16,0,
3448,Tony,Sylvester,,"6' 1""",225 lbs.,--,Southpaw,11,3,0,
3449,Tim,Sylvia,The Maine-iac,"6' 8""",265 lbs.,"80.0""",Orthodox,31,10,0,
3450,Osamu,Tachihikari,,"6' 5""",300 lbs.,--,Orthodox,0,4,0,
3451,Amber,Tackett,,--,115 lbs.,--,,1,3,0,
3452,Eugenio,Tadeu,,"5' 8""",160 lbs.,--,Orthodox,2,3,0,
3453,Justin,Tafa,Bad Man,"6' 0""",264 lbs.,"74.0""",Southpaw,4,3,0,
3454,Junior,Tafa,,--,--,--,,0,0,0,
3455,Khalid,Taha,The Warrior,"5' 5""",135 lbs.,"69.0""",Orthodox,13,4,0,
3456,Joe,Taimanglo,The Juggernaut,"5' 4""",135 lbs.,--,,23,7,1,
3457,Mairbek,Taisumov,Beckan,"5' 9""",155 lbs.,"73.0""",Orthodox,27,6,0,
3458,Nobuhiko,Takada,,"6' 0""",220 lbs.,--,Southpaw,2,6,2,
3459,Yoshiki,Takahashi,Kazuo,"5' 11""",199 lbs.,--,Southpaw,30,27,3,
3460,Yoko,Takahashi,,"5' 8""",150 lbs.,--,,15,12,2,
3461,Daiju,Takase,,"6' 0""",170 lbs.,--,Southpaw,12,15,2,
3462,Hiroyuki,Takaya,Streetfight Bancho,"5' 6""",139 lbs.,--,Orthodox,21,14,2,
3463,Yoshihiro,Takayama,,"6' 5""",280 lbs.,--,Orthodox,1,4,0,
3464,Makoto,Takimoto,,"5' 7""",205 lbs.,--,Southpaw,6,5,0,
3465,Oleg,Taktarov,The Russian Bear,"6' 0""",210 lbs.,--,Orthodox,17,5,2,
3466,Nordine,Taleb,,"6' 1""",170 lbs.,"74.0""",Orthodox,15,7,0,
3467,Tsuyoshi,Tamakairiki,,"6' 0""",220 lbs.,--,Orthodox,0,3,0,
3468,Eli,Tamez,Tomahawk,"5' 7""",135 lbs.,--,,10,0,0,
3469,Kiyoshi,Tamura,,"5' 11""",185 lbs.,--,Southpaw,32,13,3,
3470,Akitoshi,Tamura,The Ironman,"5' 9""",135 lbs.,"70.0""",Orthodox,21,18,2,
3471,Issei,Tamura,,"5' 5""",135 lbs.,"63.0""",Orthodox,10,8,0,
3472,Jason,Tan,,"5' 10""",170 lbs.,--,Orthodox,5,3,0,
3473,Akihito,Tanaka,Kinniku Mantaro,--,--,--,Southpaw,2,2,0,
3474,Michinori,Tanaka,,"5' 5""",135 lbs.,"67.0""",Orthodox,11,3,0,
3475,Evan,Tanner,,"6' 0""",185 lbs.,"74.0""",Orthodox,32,8,0,
3476,Manny,Tapia,The Mangler,"5' 5""",135 lbs.,"67.0""",Orthodox,12,14,1,
3477,Gary,Tapusoa,,"5' 7""",185 lbs.,--,,8,3,0,
3478,Miesha,Tate,Cupcake,"5' 6""",135 lbs.,"65.0""",Orthodox,19,7,0,
3479,Deividas,Taurosevicius,,"5' 9""",145 lbs.,"68.0""",Southpaw,17,5,0,
3480,Thiago,Tavares,,"5' 7""",145 lbs.,"70.0""",Orthodox,21,7,1,
3481,Jeremy,Tavares,,--,135 lbs.,--,,1,6,0,
3482,Brad,Tavares,,"6' 1""",185 lbs.,"74.0""",Orthodox,19,7,0,
3483,Paul,Taylor,Relentless,"6' 0""",155 lbs.,"72.0""",Orthodox,11,6,1,
3484,Jesse,Taylor,JT Money,"6' 0""",170 lbs.,"73.0""",Orthodox,31,15,0,
3485,Torrance,Taylor,,"5' 7""",155 lbs.,--,,13,8,1,
3486,Louis,Taylor,Handgunz,"5' 11""",185 lbs.,--,Orthodox,13,4,0,
3487,Anthony,Taylor,Pretty Boy,"5' 7""",145 lbs.,--,,1,3,0,
3488,Danielle,Taylor,Dynamite,"5' 0""",115 lbs.,"60.0""",Orthodox,9,4,0,
3489,J.T,Taylor,The Outlaw,"5' 10""",--,--,,7,7,0,
3490,James,Te Huna,,"6' 2""",185 lbs.,"75.0""",Orthodox,16,9,0,
3491,Shawn,Teed,,"6' 5""",265 lbs.,--,Orthodox,5,2,0,
3492,Glover,Teixeira,,"6' 2""",205 lbs.,"76.0""",Orthodox,32,7,0,
3493,John,Teixeira,Macapa,"5' 7""",145 lbs.,--,Orthodox,21,2,2,
3494,Ewerton,Teixeira,,"6' 1""",242 lbs.,--,,3,1,0,
3495,Tra,Telligman,Trauma,"6' 2""",233 lbs.,--,Orthodox,7,5,1,
3496,Taneisha,Tennant,Triple Threat,"5' 7""",145 lbs.,"70.0""",Orthodox,5,1,0,
3497,Herman,Terrado,,--,170 lbs.,--,,15,3,1,
3498,Dave,Terrel,The Bionic,"5' 8""",170 lbs.,--,Southpaw,7,7,0,
3499,David,Terrell,The Soul Assassin,"6' 1""",185 lbs.,--,Southpaw,6,2,0,
3500,James,Terry,Intensity,"5' 10""",170 lbs.,--,Orthodox,19,9,0,
3501,Jeff,Terry,,"6' 2""",205 lbs.,--,,2,3,0,
3502,David,Teymur,,"5' 9""",155 lbs.,"73.0""",Southpaw,8,2,0,
3503,Daniel,Teymur,Kid Dynamite,"5' 5""",145 lbs.,"69.0""",Orthodox,7,4,0,
3504,Motonobu,Tezuka,,"5' 7""",135 lbs.,--,Southpaw,28,12,7,
3505,Jason,Thacker,,"5' 10""",185 lbs.,--,Orthodox,0,1,0,
3506,Brandon,Thatch,Rukus,"6' 2""",170 lbs.,"74.0""",Switch,11,5,0,
3507,Elias,Theodorou,The Spartan,"6' 1""",185 lbs.,"75.0""",Orthodox,16,3,0,
3508,Nik,Theotikos,,--,185 lbs.,--,Orthodox,6,2,0,
3509,Paulo,Thiago,,"5' 11""",170 lbs.,"74.0""",Orthodox,18,9,0,
3510,Din,Thomas,Dinyero,"5' 9""",155 lbs.,--,Orthodox,26,9,0,
3511,Ryan,Thomas,The Tank Engine,"6' 0""",170 lbs.,--,Orthodox,20,8,0,
3512,Noah,Thomas,,"5' 9""",135 lbs.,--,Orthodox,14,7,0,
3513,Joel,Thomas,The NIce Guy,"5' 10""",170 lbs.,--,,5,2,0,
3514,Treston,Thomison,,"5' 8""",145 lbs.,--,,10,6,0,
3515,Nick,Thompson,The Goat,"6' 1""",170 lbs.,"74.0""",Orthodox,38,14,1,
3516,James,Thompson,The Colossus,"6' 5""",265 lbs.,--,Orthodox,20,16,0,
3517,Oli,Thompson,,"6' 1""",242 lbs.,--,Orthodox,17,10,0,
3518,Stephen,Thompson,Wonderboy,"6' 0""",170 lbs.,"75.0""",Orthodox,16,5,1,
3519,Josh,Thomson,The Punk,"5' 10""",155 lbs.,"71.0""",Orthodox,22,9,0,
3520,Simeon,Thoresen,The Grin,"6' 1""",170 lbs.,"79.0""",Orthodox,17,6,1,
3521,Josh,Thornburg,,"6' 0""",170 lbs.,--,,8,8,0,
3522,Gleison,Tibau,,"5' 10""",155 lbs.,"71.0""",Southpaw,33,14,0,
3523,Chris,Tickle,BadBoy,"5' 9""",155 lbs.,--,,9,9,0,
3524,Nolan,Ticman,,"5' 6""",125 lbs.,--,Orthodox,4,3,0,
3525,Darren,Till,The Gorilla,"6' 0""",185 lbs.,"74.0""",Southpaw,18,4,1,
3526,Brett,Tillis,,--,145 lbs.,--,,0,0,0,
3527,Ryan,Tobar,,--,155 lbs.,--,,3,3,0,
3528,Andrew,Todhunter,The Sniper,"6' 0""",185 lbs.,--,Switch,8,0,0,
3529,Dusko,Todorovic,Thunder,"6' 1""",185 lbs.,"74.0""",Orthodox,10,2,0,
3530,Hideo,Tokoro,,"5' 7""",135 lbs.,--,Orthodox,34,29,2,
3531,Anatoly,Tokov,,"5' 10""",185 lbs.,--,,25,2,0,
3532,Kazuki,Tokudome,,"5' 11""",155 lbs.,"73.0""",Southpaw,18,7,1,
3533,Tyler,Toner,,"5' 8""",145 lbs.,"70.0""",Orthodox,15,7,0,
3534,James,Toney,Lights Out,"5' 9""",220 lbs.,--,Orthodox,0,1,0,
3535,Masanori,Tonooka,,"5' 8""",185 lbs.,--,Orthodox,1,2,0,
3536,Carl,Toomey,,--,--,--,,3,3,0,
3537,Ilia,Topuria,El Matador,"5' 7""",145 lbs.,"69.0""",Orthodox,11,0,0,
3538,Anthony,Torres,The Crush,"5' 8""",170 lbs.,--,Orthodox,5,3,0,
3539,Miguel,Torres,,"5' 9""",135 lbs.,"76.0""",Orthodox,44,9,0,
3540,Ronys,Torres,,"5' 7""",155 lbs.,--,Orthodox,35,5,0,
3541,Haven,Torres,,--,125 lbs.,--,,0,0,0,
3542,Tecia,Torres,The Tiny Tornado,"5' 1""",115 lbs.,"60.0""",Orthodox,13,5,0,
3543,Alex,Torres,Rolo,"5' 10""",145 lbs.,--,Orthodox,5,4,0,
3544,Abram,Torres,,"5' 10""",170 lbs.,--,,4,3,0,
3545,Jose,Torres,Shorty,"5' 4""",125 lbs.,"65.0""",Orthodox,8,1,0,
3546,Desmond,Torres,,"5' 6""",135 lbs.,"69.0""",Orthodox,7,2,0,
3547,Manuel,Torres,El Loco,"5' 9""",145 lbs.,--,,11,2,0,
3548,Salim,Touahri,Grizzly,"5' 10""",170 lbs.,"72.0""",Orthodox,10,4,0,
3549,Dequan,Townsend,The Tarantula,"6' 3""",205 lbs.,"79.0""",Orthodox,21,12,0,
3550,Minoru,Toyonaga,,"5' 11""",195 lbs.,--,Southpaw,2,5,0,
3551,Roberto,Traven,Spider,"6' 3""",227 lbs.,--,Orthodox,6,4,1,
3552,Bryan,Travers,,--,155 lbs.,--,,15,4,0,
3553,Alexander,Trevino,,--,170 lbs.,--,,7,7,0,
3554,Francisco,Trevino,Sitkayan,"5' 9""",155 lbs.,"70.0""",Orthodox,13,3,0,
3555,Angelo,Trevino,Baby Monsta,"5' 11""",170 lbs.,--,Switch,7,3,0,
3556,Frank,Trigg,Twinkle Toes,"5' 9""",170 lbs.,"71.0""",Southpaw,21,9,0,
3557,Francisco,Trinaldo,Massaranduba,"5' 9""",155 lbs.,"70.0""",Southpaw,26,8,0,
3558,Damien,Trites,The Omen,"5' 11""",165 lbs.,--,,7,6,0,
3559,Michael,Trizano,The Lone Wolf,"5' 11""",145 lbs.,"71.0""",Orthodox,10,1,0,
3560,Antonio,Trocoli,Malvado,"6' 5""",205 lbs.,"82.0""",Orthodox,11,3,0,
3561,Tor,Troeng,The Hammer,"6' 2""",185 lbs.,--,Orthodox,16,7,1,
3562,Aaron,Trujillo,,"5' 5""",125 lbs.,--,,0,1,0,
3563,Reynaldo,Trujillo,The Truth,"5' 9""",155 lbs.,--,,21,19,0,
3564,Abel,Trujillo,Killa,"5' 8""",155 lbs.,"70.0""",Orthodox,15,8,0,
3565,Arman,Tsarukyan,Ahalkalakets,"5' 7""",155 lbs.,"72.0""",Orthodox,17,2,0,
3566,Chris,Tuchscherer,The Crowbar,"6' 2""",258 lbs.,"76.0""",Orthodox,21,4,0,
3567,Jon,Tuck,Super Saiyan,"5' 11""",155 lbs.,"73.0""",Orthodox,10,5,0,
3568,Gavin,Tucker,Guv'nor,"5' 6""",145 lbs.,"66.0""",Southpaw,13,2,0,
3569,Jumabieke,Tuerxun,The Wild Wolf,"5' 7""",135 lbs.,--,Orthodox,19,4,1,
3570,Tom,Tuggle,The Law,"6' 2""",250 lbs.,--,Orthodox,0,3,0,
3571,Blair,Tugman,,"6' 0""",135 lbs.,--,,10,6,0,
3572,Tai,Tuivasa,Bam Bam,"6' 2""",264 lbs.,"75.0""",Southpaw,13,3,0,
3573,Zubaira,Tukhugov,Warrior,"5' 8""",145 lbs.,"68.0""",Orthodox,19,5,1,
3574,Teila,Tuli,,"6' 0""",430 lbs.,--,Orthodox,0,1,0,
3575,Albert,Tumenov,Einstein,"5' 11""",170 lbs.,"73.0""",Orthodox,18,4,0,
3576,Maimaiti,Tuohati,,--,--,--,,0,0,0,
3577,Ricky,Turcios,Pretty,"5' 9""",135 lbs.,"71.0""",Orthodox,12,2,0,
3578,Anton,Turkalj,The Pleasure Man,"6' 4""",205 lbs.,--,,7,0,0,
3579,Wellington,Turman,The Prodigy,"6' 0""",185 lbs.,"72.0""",Orthodox,17,5,0,
3580,Courtney,Turner,,"6' 2""",170 lbs.,--,,0,3,0,
3581,Jalin,Turner,The Tarantula,"6' 3""",155 lbs.,"77.0""",Southpaw,11,5,0,
3582,Austin,Tweedy,,"5' 9""",155 lbs.,--,Orthodox,8,2,0,
3583,Marcin,Tybura,Tybur,"6' 3""",249 lbs.,"78.0""",Orthodox,22,6,0,
3584,Alberto,Uda,,"6' 3""",185 lbs.,--,Orthodox,12,2,0,
3585,Ryuki,Ueyama,,"5' 11""",180 lbs.,--,Southpaw,12,18,5,
3586,Christian,Uflacker,,"5' 11""",170 lbs.,--,,5,0,0,
3587,Andy,Uhrich,,"6' 0""",170 lbs.,--,,11,6,0,
3588,Tagir,Ulanbekov,,"5' 7""",125 lbs.,"70.0""",Southpaw,13,1,0,
3589,Carlos,Ulberg,Black Jag,"6' 4""",205 lbs.,"77.0""",Orthodox,5,1,0,
3590,Gasan,Umalatov,Cobra,"5' 11""",170 lbs.,"71.0""",Orthodox,17,4,2,
3591,Jeremy,Umphries,,--,160 lbs.,--,,5,2,0,
3592,Zach,Underwood,,"6' 2""",185 lbs.,--,,13,7,0,
3593,Caol,Uno,Uno Shoten,"5' 7""",155 lbs.,"70.0""",Southpaw,33,19,5,
3594,Kengo,Ura,Uraken,"5' 9""",165 lbs.,--,,14,12,2,
3595,Logan,Urban,Hulk,"6' 0""",170 lbs.,"72.0""",Orthodox,5,2,0,
3596,Hector,Urbina,El Toro,"5' 11""",170 lbs.,"73.0""",Orthodox,17,10,1,
3597,Elias,Urbina,,"6' 3""",185 lbs.,"77.0""",Southpaw,3,1,0,
3598,Gilbert,Urbina,The RGV Bad Boy,"6' 3""",185 lbs.,"75.0""",Orthodox,6,3,0,
3599,Nick,Urso,,"5' 6""",125 lbs.,"66.0""",Southpaw,10,3,0,
3600,Yasuhiro,Urushitani,,"5' 5""",125 lbs.,--,Southpaw,21,8,6,
3601,Kamaru,Usman,The Nigerian Nightmare,"6' 0""",170 lbs.,"76.0""",Switch,19,1,0,
3602,Darren,Uyenoyama,BC,"5' 6""",125 lbs.,"65.0""",Orthodox,10,6,0,
3603,Richie,Vaculik,Vas,"5' 6""",125 lbs.,"69.0""",Orthodox,10,4,0,
3604,Egidijus,Valavicius,,"6' 0""",200 lbs.,--,Orthodox,29,12,0,
3605,Genaro,Valdez,Rayadito,"5' 9""",155 lbs.,"72.0""",Orthodox,10,0,0,
3606,Charlie,Valencia,,"5' 3""",135 lbs.,"64.0""",Orthodox,12,7,0,
3607,Victor,Valenzuela,Joe Boxer,"5' 10""",155 lbs.,--,,13,6,2,
3608,Timur,Valiev,Lucky,"5' 6""",135 lbs.,"67.0""",Orthodox,18,2,0,
3609,Victor,Valimaki,The Matrix,"6' 0""",205 lbs.,--,Orthodox,18,10,0,
3610,Andrew,Valladerez,,--,135 lbs.,--,,5,7,0,
3611,Isaac,Vallie-Flagg,,"5' 8""",155 lbs.,"70.0""",Orthodox,16,7,1,
3612,Mike,van Arsdale,,"6' 2""",205 lbs.,--,Switch,8,5,0,
3613,Matt,Van Buren,Gutter,"6' 5""",205 lbs.,--,,7,6,0,
3614,Brianna,Van Buren,The Bull,"5' 0""",115 lbs.,"62.0""",Southpaw,9,3,0,
3615,Ron,van Clief,The Black Dragon,"5' 10""",190 lbs.,--,Orthodox,0,1,0,
3616,Lloyd,Van Dams,,"6' 1""",240 lbs.,--,Southpaw,0,1,0,
3617,Cameron,VanCamp,,"6' 2""",155 lbs.,--,Switch,15,5,1,
3618,Chad,Vance,,"6' 0""",185 lbs.,--,Orthodox,7,5,0,
3619,Jared,Vanderaa,The Mountain,"6' 4""",260 lbs.,"80.0""",Orthodox,12,5,0,
3620,Austin,Vanderford,AK-47,"5' 11""",170 lbs.,--,Orthodox,4,0,0,
3621,Lando,Vannata,Groovy,"5' 9""",155 lbs.,"71.0""",Orthodox,12,5,2,
3622,Paige,VanZant,12 Gauge,"5' 4""",115 lbs.,"65.0""",Orthodox,8,5,0,
3623,Paul,Varelans,The Polar Bear,"6' 8""",300 lbs.,--,Orthodox,9,9,0,
3624,Kazula,Vargas,,"5' 8""",155 lbs.,"71.0""",Southpaw,12,4,0,
3625,Jamie,Varner,,"5' 8""",155 lbs.,"71.0""",Orthodox,21,11,1,
3626,Guilherme,Vasconcelos,Bomba,"6' 0""",185 lbs.,--,Orthodox,9,4,0,
3627,Linton,Vassell,The Swarm,"6' 4""",205 lbs.,--,,18,5,0,
3628,Billy,Vaughan,,"5' 6""",155 lbs.,--,,12,17,0,
3629,Yuri,Vaulin,,"6' 4""",197 lbs.,--,Southpaw,0,1,0,
3630,Javier,Vazquez,Showtime,"5' 7""",145 lbs.,"69.0""",Southpaw,16,5,0,
3631,Manny,Vazquez,,"5' 10""",125 lbs.,"72.0""",Orthodox,11,2,0,
3632,Matt,Veach,,"5' 11""",155 lbs.,--,Orthodox,17,5,0,
3633,Joe,Vedepo,The Doctor,"6' 0""",185 lbs.,--,Orthodox,18,9,0,
3634,Kelly,Velasco,Killer,"5' 9""",135 lbs.,--,Orthodox,2,1,0,
3635,Cain,Velasquez,,"6' 1""",240 lbs.,"77.0""",Orthodox,14,3,0,
3636,David,Velasquez,Little,"5' 5""",145 lbs.,--,Orthodox,10,10,0,
3637,Bojan,Velickovic,Serbian Steel,"6' 0""",170 lbs.,"76.0""",Southpaw,15,6,1,
3638,Karlos,Vemola,,"6' 0""",185 lbs.,"75.0""",Orthodox,17,5,0,
3639,Luigi,Vendramini,The Italian Stallion,"5' 8""",155 lbs.,"73.0""",Orthodox,9,3,0,
3640,Jerrel,Venetiaan,,"6' 1""",195 lbs.,--,Orthodox,4,3,0,
3641,Scott,Ventimiglia,Meant to Kill Ya,"5' 11""",185 lbs.,--,,14,6,1,
3642,Brandon,Vera,The Truth,"6' 3""",230 lbs.,"78.0""",Orthodox,15,7,0,
3643,Kerry,Vera,,"5' 7""",135 lbs.,--,Orthodox,2,0,0,
3644,Marlon,Vera,Chito,"5' 8""",135 lbs.,"70.0""",Switch,17,7,1,
3645,Ernie,Verdicia,,"5' 11""",199 lbs.,--,Orthodox,0,1,0,
3646,Joe,Veres,,"5' 7""",155 lbs.,--,Orthodox,4,3,0,
3647,Nikolay,Veretennikov,,"6' 1""",170 lbs.,"74.0""",Orthodox,9,4,0,
3648,CJ,Vergara,,"5' 6""",135 lbs.,"68.0""",Orthodox,9,2,1,
3649,Renato,Verissimo,Charuto,"6' 1""",170 lbs.,--,Orthodox,7,5,0,
3650,Bryan,Vetell,,"6' 3""",265 lbs.,--,Southpaw,4,3,0,
3651,Marvin,Vettori,The Italian Dream,"6' 0""",185 lbs.,"74.0""",Southpaw,17,5,1,
3652,Hugo,Viana,Wolverine,"5' 6""",135 lbs.,"67.0""",Orthodox,8,4,0,
3653,Guilherme,Viana,,"6' 4""",205 lbs.,--,,7,3,0,
3654,Polyana,Viana,Dama de Ferro,"5' 5""",115 lbs.,"67.0""",Orthodox,12,4,0,
3655,Vitor,Vianna,,--,205 lbs.,--,Orthodox,12,3,1,
3656,James,Vick,The Texecutioner,"6' 3""",155 lbs.,"76.0""",Orthodox,13,5,0,
3657,Milton,Vieira,Miltinho,"6' 0""",145 lbs.,--,Orthodox,13,8,2,
3658,Reginaldo,Vieira,,"5' 7""",135 lbs.,"65.0""",Orthodox,13,5,0,
3659,Ketlen,Vieira,Fenomeno,"5' 8""",135 lbs.,"68.0""",Orthodox,11,2,0,
3660,Rodolfo,Vieira,,"6' 0""",185 lbs.,"73.0""",Orthodox,8,1,0,
3661,Steve,Vigneault,Lionheart,"5' 10""",185 lbs.,--,Orthodox,12,6,0,
3662,Alejandro,Villalobos,,"5' 7""",145 lbs.,--,,17,5,0,
3663,DeMarco,Villalona,,"5' 9""",185 lbs.,--,,1,3,0,
3664,Gian,Villante,,"6' 3""",230 lbs.,"76.0""",Orthodox,17,13,0,
3665,Ike,Villanueva,Hurricane,"6' 1""",205 lbs.,"73.0""",Orthodox,18,12,0,
3666,Ruben,Villareal,Warpath,"6' 4""",265 lbs.,--,Orthodox,22,28,3,
3667,Armando,Villarreal,La Lumbre,"5' 7""",135 lbs.,"66.0""",Southpaw,5,2,0,
3668,Pablo,Villaseca,El Gallo,"5' 7""",155 lbs.,--,,12,3,0,
3669,Joey,Villasenor,Smokin' Joe,"6' 0""",185 lbs.,--,Orthodox,29,10,0,
3670,Danillo,Villefort,Indio,"6' 1""",185 lbs.,--,Orthodox,15,5,0,
3671,Yuri,Villefort,,"6' 0""",170 lbs.,"73.0""",Orthodox,10,5,0,
3672,Marcos,Vinicius,Vina,"5' 9""",125 lbs.,--,Orthodox,23,11,1,
3673,Brandon,Visher,The Viper,"5' 6""",135 lbs.,"68.0""",Orthodox,13,3,0,
3674,Falaniko,Vitale,Niko,"5' 10""",185 lbs.,--,Orthodox,30,11,0,
3675,Bobby,Voelker,Vicious,"6' 0""",170 lbs.,"74.0""",Orthodox,19,13,0,
3676,Alexander,Volkanovski,The Great,"5' 6""",145 lbs.,"71.0""",Orthodox,23,1,0,
3677,Jacob,Volkmann,Christmas,"5' 9""",155 lbs.,"71.0""",Southpaw,19,7,0,
3678,Alexander,Volkov,Drago,"6' 7""",250 lbs.,"80.0""",Orthodox,33,9,0,
3679,Jason,Von Flue,Live Wire,"6' 0""",170 lbs.,--,Orthodox,14,12,1,
3680,Milco,Voorn,,--,220 lbs.,--,Orthodox,20,11,1,
3681,Mark,Vorgeas,,"5' 10""",135 lbs.,--,,5,3,1,
3682,Igor,Vovchanchyn,Ice Cold,"5' 8""",205 lbs.,--,Orthodox,55,10,0,
3683,James,Wade,,"5' 10""",205 lbs.,--,,4,11,0,
3684,Chris,Wade,,"5' 10""",155 lbs.,"70.0""",Orthodox,12,3,0,
3685,Neil,Wain,Old School,"5' 10""",242 lbs.,--,Orthodox,13,4,0,
3686,TJ,Waldburger,,"5' 11""",170 lbs.,"75.0""",Orthodox,16,9,0,
3687,Chase,Waldon,,"6' 1""",185 lbs.,"75.0""",Orthodox,11,2,0,
3688,Andre,Walker,,"5' 11""",205 lbs.,--,Southpaw,1,5,0,
3689,Herschel,Walker,,"6' 1""",215 lbs.,--,Orthodox,2,0,0,
3690,Donny,Walker,Eagle Eye,"5' 9""",135 lbs.,--,,15,10,0,
3691,Johnny,Walker,,"6' 6""",205 lbs.,"82.0""",Orthodox,18,6,0,
3692,Ben,Wall,Manimal,"5' 10""",155 lbs.,--,Orthodox,8,7,1,
3693,Crafton,Wallace,Blaze,"6' 0""",185 lbs.,--,Orthodox,18,6,1,
3694,Rodney,Wallace,Shonuff the Master,"5' 9""",205 lbs.,"72.0""",Switch,26,15,1,
3695,Jeremy,Wallace,,"5' 9""",--,--,,4,6,0,
3696,Randall,Wallace,Braveheart,"5' 11""",185 lbs.,"73.0""",Orthodox,15,6,0,
3697,James,Wallace,Jesse,"5' 10""",155 lbs.,"69.0""",Orthodox,5,2,0,
3698,Jim,Wallhead,Judo,"5' 10""",170 lbs.,--,Orthodox,29,11,0,
3699,Cory,Walmsley,Hardcore,"6' 0""",205 lbs.,--,Orthodox,8,2,0,
3700,Richard,Walsh,Filthy Rich,"6' 0""",170 lbs.,"73.0""",Orthodox,9,5,0,
3701,Patrick,Walsh,The Beast of the East,"5' 11""",185 lbs.,--,,10,3,0,
3702,Erick,Wanderlei,,"6' 1""",205 lbs.,--,Orthodox,3,3,0,
3703,Dimitiri,Wanderley,,--,205 lbs.,--,Orthodox,5,2,0,
3704,Andy,Wang,,"5' 6""",155 lbs.,--,Orthodox,7,8,1,
3705,Sai,Wang,The Fire Kylin,"6' 0""",170 lbs.,--,Southpaw,20,6,1,
3706,Anying,Wang,,"6' 0""",170 lbs.,--,Orthodox,2,1,0,
3707,Curt,Warburton,,"6' 0""",155 lbs.,"73.0""",Orthodox,13,6,0,
3708,Brennan,Ward,The Irish Bad Boy,"5' 10""",170 lbs.,"71.0""",,14,5,0,
3709,Charlie,Ward,,"5' 11""",170 lbs.,--,Orthodox,3,3,0,
